575|4
576|4
577|1
578|1
580|1
581|2
582|4
583|5
584|1
585|1
586|3
587|2
588|2
589|5
591|2
592|3
593|1
594|1
595|4
596|1
597|3
598|3
599|2
600|2
601|5
602|4
603|3
604|4
605|1
606|5
607|2
609|1
610|3
611|2
612|2
613|4
614|1
615|1
616|1
617|2
619|4
620|2
621|5
622|2
624|1
625|3
626|1
627|1
629|1
631|1
633|2
634|2
637|4
639|3
640|2
641|3
642|1
644|1
645|2
647|1
648|1
650|1
651|1
652|3
653|1
654|2
655|3
656|2
659|2
663|4
664|1
665|1
666|1
667|1
669|1
670|3
671|2
673|1
677|1
679|4
680|2
683|1
684|1
689|3
691|3
692|1
693|2
697|1
698|1
700|1
701|1
702|1
703|1
706|2
707|1
710|2
711|1
713|3
715|2
717|2
718|2
719|1
720|1
722|1
724|2
725|3
726|1
727|1
728|1
731|1
733|1
734|1
736|1
738|1
740|1
741|3
744|2
747|1
753|2
757|2
760|1
766|1
767|1
769|1
770|1
771|1
774|1
775|3
776|1
784|1
786|1
788|1
791|1
792|1
794|1
799|2
801|1
802|1
804|1
806|1
808|1
810|1
817|2
824|1
827|1
836|1
840|1
841|1
847|1
851|1
857|1
863|1
864|2
866|1
869|1
871|1
880|1
886|1
888|1
889|2
895|2
902|1
904|1
907|1
908|1
909|1
918|1
924|1
928|1
930|2
935|1
936|1
957|2
962|1
964|1
967|2
976|1
984|1
985|1
986|2
996|1
1004|1
1015|1
1020|1
1022|1
1025|1
1032|1
1038|1
1050|1
1058|1
1068|1
1087|1
1093|1
1109|1
1118|1
1120|1
1126|1
1132|1
1137|1
1157|1
1171|1
1179|1
1183|1
1197|1
1198|1
1207|1
1212|1
1213|1
1215|1
1223|1
1299|1
1307|1
1332|1
1345|1
1352|1
1363|1
1411|1
1443|1
1450|1
1508|1
1537|1
1593|1
1674|1
1779|1
1788|1
2015|1
2249|1
2260|1
2286|1
2301|1
2403|1
2410|1
2515|1
5323|1
